Item_Number,Set_Name,Theme,Pieces,Price,Amazon_Price,Year,Ages,Pages,Minifigures,Packaging,Weight,Unique_Pieces,Availability,Size
76165,Iron Man,Marvel,480,$59.99 ,$59.99 ,2020,Ages_18+,132,NA,Box,NA,123,Retail,Small
70436,Phantom Fire Truck 3000,Hidden Side,760,$59.99 ,$59.99 ,2020,Ages_9+,148,6,Box,NA,263,Retail,Small
21319,Central Perk,Ideas,1070,$59.99 ,$59.99 ,2019,Ages_16+,156,7,Box,1.35Kg (2.98 lb),366,Retail - limited,Small
21320,Dinosaur Fossils,Ideas,910,$59.99 ,$59.99 ,2019,Ages_16+,169,2,Box,NA,201,Retail - limited,Small
76117,Batman Mech vs. Poison Ivy Mech ,Batman™,375,$39.99 ,$61.94 ,2019,Ages_7+,92,4,Box,0.55Kg (1.21 lb),173,Retail,Small
31085,Mobile Stunt Show,Creator 3-in-1,581,$49.99 ,$61.99 ,2018,Ages_8-12,224,2,Box,NA,212,Retail,Small
21138,The Melon Farm,Minecraft™,69,$14.99 ,$62.75 ,2018,Ages_6-14,44,3,Box,NA,47,Retail,Small
41369,Mia's House,Friends,715,$69.99 ,$62.99 ,2019,Ages_6+,192,3,NA,1.12Kg (2.47 lb),274,NA,Small
41616,Hermione Granger,BrickHeadz,127,$9.99 ,$63.49 ,2018,Ages_10+,40,NA,Box,NA,50,Retail,Small
75952,Newt's Case of Magical Creatures,NA,694,$49.99 ,$63.49 ,2018,Ages_8-14,132,4,Box,0.85Kg (1.87 lb),241,Retail,NA
70639,Street Race of Snake Jaguar,NINJAGO®,308,$29.99 ,$63.93 ,2018,Ages_7-14,112,2,Box,0.44Kg (0.97 lb),130,Retail,Small
75216,Snoke's Throne Room,Star Wars™,492,$69.99 ,$63.95 ,2018,Ages_8-14,104,4,Box,0.82Kg (1.81 lb),166,Retail,Small
75955,Hogwarts Express,Harry Potter™,801,$79.99 ,$63.99 ,2018,Ages_8-14,124,6,Box,1.37Kg (3.02 lb),261,Retail,Small
43172,Elsa's Ice Palace,LEGO® Frozen 2,701,$79.99 ,$63.99 ,2019,Ages_6+,180,4,NA,NA,234,NA,Small
41167,Arendelle Castle,LEGO® Frozen 2,521,$79.99 ,$63.99 ,2019,Ages_5+,192,3,Box,NA,231,Retail,Small
75208,Yoda's Hut,Star Wars™,229,$29.99 ,$64.75 ,2018,Ages_7-12,72,3,Box,0.38Kg (0.84 lb),139,Retail - limited,Small
60172,Dirt Road Pursuit,City,297,$39.99 ,$64.75 ,2018,Ages_5-12,116,3,Box,0.6Kg (1.32 lb),140,Retail,Small
70829,Emmet and Lucy's Escape Buggy!,THE LEGO® MOVIE 2™,550,$49.99 ,$64.95 ,2019,Ages_8+,124,4,Box,0.78Kg (1.72 lb),199,Retail,Small
31083,Cruising Adventures,Creator 3-in-1,597,$59.99 ,$64.97 ,2018,Ages_9-14,216,3,Box,1.19Kg (2.62 lb),246,Retail,Small
76100,Royal Talon Fighter Attack,Marvel,358,$29.99 ,$64.99 ,2018,Ages_7-14,100,4,Box,NA,119,Retail,Small
60182,Pickup & Caravan,City,344,$29.99 ,$65.99 ,2018,Ages_5-12,140,3,Box,0.65Kg (1.43 lb),188,Retail,Small
60193,Arctic Air Transport,City,277,$39.99 ,$66.40 ,2018,Ages_6-12,112,2,Box,0.59Kg (1.3 lb),113,Retail,Small
75974,Bastion,Overwatch®,602,$49.99 ,$66.95 ,2019,Ages_10+,116,NA,Box,0.77Kg (1.7 lb),168,Retail,Small
41161,Aladdin's and Jasmine's Palace Adventures,Disney™,193,$29.99 ,$67.22 ,2019,Ages_5+,76,2,NA,0.38Kg (0.84 lb),114,NA,Small
21142,The Polar Igloo,Minecraft™,278,$29.99 ,$67.39 ,2018,Ages_8+,84,2,Box,0.56Kg (1.23 lb),95,Retail,Small
75975,Watchpoint: Gibraltar,Overwatch®,730,$89.99 ,$67.76 ,2019,Ages_9+,192,4,Box,1.39Kg (3.06 lb),287,Retail,Small
41455,Unikingdom Creative Brick Box,Unikitty!™,433,$39.99 ,$67.95 ,2018,Ages_5-12,172,17,Box,1.03Kg (2.27 lb),220,Retail,Small
75928,Blue's Helicopter Pursuit,Jurassic World™,397,$39.99 ,$67.97 ,2018,Ages_7-12,112,3,Box,0.63Kg (1.39 lb),177,Retail,Small
41338,Stephanie's Sports Arena,Friends,460,$44.99 ,$68.70 ,2018,Ages_6-12,108,2,Box,0.76Kg (1.67 lb),188,Retail,Small
72005,Aaron's X-bow,NA,569,$49.99 ,$68.87 ,2018,Ages_8-14,152,4,Box,NA,185,Retail,NA
42107,Ducati Panigale V4 R,Technic™,646,$69.99 ,$69.95 ,2020,Ages_10+,128,NA,Box,NA,128,Retail,Small
60183,Heavy Cargo Transport,City,310,$29.99 ,$69.95 ,2018,Ages_5-12,128,2,Box,0.59Kg (1.3 lb),161,Retail,Small
41429,Heartlake City Airplane,Friends,574,$69.99 ,$69.95 ,2020,Ages_7+,164,NA,Box,NA,238,Retail,Small
75968,4 Privet Drive,Harry Potter™,797,$69.99 ,$69.95 ,2020,Ages_8+,184,6,Box,NA,255,Retail,Small
41395,Friendship Bus,Friends,778,$69.99 ,$69.95 ,2020,Ages_8+,236,3,Box,NA,286,Retail,Small
31108,Caravan Family Holiday,Creator 3-in-1,766,$69.99 ,$69.95 ,2020,Ages_9+,276,3,Box,1.37Kg (3.02 lb),328,Retail,Small
72002,Twinfector,NA,191,$19.99 ,$69.99 ,2018,Ages_7-14,44,3,Box,NA,73,Retail,NA
60202,People Pack - Outdoor Adventures,City,164,$39.99 ,$69.99 ,2018,Ages_5-12,64,15,Box,0.29Kg (0.64 lb),128,Retail,Small
41610,Tactical Batman & Superman,BrickHeadz,209,$19.99 ,$69.99 ,2018,Ages_10+,69,NA,Box,NA,72,NA,Small
60186,Mining Heavy Driller,City,294,$49.99 ,$69.99 ,2018,Ages_5-12,124,3,Box,0.78Kg (1.71 lb),139,Retail,Small
21321,International Space Station,Ideas,864,$69.99 ,$69.99 ,2020,Ages_16+,128,NA,Box,NA,186,Retail - limited,Small
75284,Knights of Ren Transport Ship,Star Wars™,595,$69.99 ,$69.99 ,2020,Ages_9+,136,3,Box,NA,182,Retail,Small
21161,The Crafting Box 3.0,Minecraft™,564,$69.99 ,$69.99 ,2020,Ages_8+,180,4,Box,NA,128,Retail,Small
21143,The Nether Portal,Minecraft™,470,$39.99 ,$70.09 ,2018,Ages_8+,112,3,Box,0.7Kg (1.54 lb),146,Retail,Small
10758,T. Rex Breakout,Juniors,150,$49.99 ,$70.78 ,2018,Ages_4-7,76,3,Box,0.67Kg (1.48 lb),98,Retail,Small
71712,Empire Temple of Madness,NINJAGO®,810,$79.99 ,$71.99 ,2020,Ages_9+,160,6,Box,NA,267,Retail,Small
70676,Lloyd's Titan Mech,NINJAGO®,876,$79.99 ,$71.99 ,2019,Ages_9+,164,6,Box,NA,230,Retail,Small
70670,Monastery of Spinjitzu,NINJAGO®,1070,$79.99 ,$71.99 ,2019,Ages_9+,188,8,Box,1.52Kg (3.35 lb),359,Retail,Small
75205,Mos Eisley Cantina,Star Wars™,376,$39.99 ,$72.47 ,2018,Ages_8-14,80,4,Box,NA,140,Retail - limited,Small
70640,S.O.G. Headquarters,NINJAGO®,530,$39.99 ,$72.98 ,2018,Ages_8-14,96,5,Box,NA,246,Retail,Small
75201,First Order AT-ST,Star Wars™,370,$39.99 ,$73.99 ,2018,Ages_8-14,80,4,Box,NA,157,Retail,Small
31097,Townhouse Pet Shop & Café,Creator 3-in-1,969,$79.99 ,$73.99 ,2019,Ages_9+,356,3,Box,1.7Kg (3.74 lb),289,Retail,Small
60194,Arctic Scout Truck,City,322,$59.99 ,$74.49 ,2018,Ages_7-12,100,3,Box,0.72Kg (1.59 lb),148,Retail,Small
10876,Spider-Man & Hulk Adventures,DUPLO®,38,$29.99 ,$74.50 ,2018,Ages_2-5,20,3,Box,0.54Kg (1.19 lb),29,NA,Large
75199,General Grievous' Combat Speeder,Star Wars™,157,$29.99 ,$74.90 ,2018,Ages_7-12,60,2,Box,0.3Kg (0.66 lb),76,Retail,Small
31079,Sunshine Surfer Van,Creator 3-in-1,379,$34.99 ,$74.94 ,2018,Ages_8-12,184,2,Box,0.6Kg (1.32 lb),160,Retail,Small
21139,The Nether Fight,Minecraft™,84,$14.99 ,$74.99 ,2018,Ages_6-14,40,3,Box,NA,48,Retail,Small
42074,Racing Yacht,Technic™,330,$39.99 ,$75.99 ,2018,Ages_8-14,156,NA,NA,0.61Kg (1.34 lb),83,NA,Small
21045,Trafalgar Square,Architecture,1197,$79.99 ,$76.30 ,2019,Ages_12+,192,NA,Box,NA,205,Retail - limited,Small
70679,The Ultra Dragon,NINJAGO®,951,$84.99 ,$76.49 ,2019,Ages_9+,160,6,Box,1.22Kg (2.69 lb),262,Retail - limited,Small
41623,Ariel & Ursula,BrickHeadz,361,$19.99 ,$77.42 ,2018,Ages_10+,121,NA,Box,NA,121,Retail,Small
75534,Darth Vader,Star Wars™,168,$39.99 ,$77.97 ,2018,Ages_9-14,56,NA,Box,NA,61,Retail,Small
70921,Harley Quinn Cannonball Attack,NA,425,$49.99 ,$78.94 ,2018,Ages_7-14,132,4,Box,NA,200,Retail,NA
21314,TRON: Legacy,Ideas,230,$34.99 ,$78.95 ,2018,Ages_10+,68,3,Box,NA,73,Retail - limited,Small
75261,Clone Scout Walker – 20th Anniversary Edition,Star Wars™,250,$29.99 ,$79.50 ,2019,Ages_6+,80,5,Box,NA,109,Retail,Small
75286,General Grievous's Starfighter,Star Wars™,487,$79.99 ,$79.95 ,2020,Ages_9+,96,NA,Box,NA,139,Retail,Small
75272,Sith TIE Fighter,Star Wars™,470,$79.99 ,$79.95 ,2020,Ages_9+,104,3,Box,NA,127,Retail,Small
76151,Venomosaurus Ambush,Marvel,640,$79.99 ,$79.95 ,2020,Ages_8+,148,5,Box,NA,242,Retail,Small
21155,The Creeper Mine,Minecraft™,834,$79.99 ,$79.95 ,2019,Ages_8+,164,4,Box,NA,206,Retail,Small
60265,Ocean Exploration Base,City,497,$79.99 ,$79.95 ,2020,Ages_6+,165,5,Box,NA,180,Retail,Small
41424,Jungle Rescue Base,Friends,648,$79.99 ,$79.95 ,2020,Ages_8+,176,3,Box,NA,251,Retail,Small
76126,Avengers Ultimate Quinjet,Marvel,840,$79.99 ,$79.99 ,2019,Ages_8+,160,5,Box,NA,252,Retail,Small
76131,Avengers Compound Battle,Marvel,699,$99.99 ,$79.99 ,2019,Ages_8+,168,7,Box,NA,292,Retail,Small
41433,Party Boat,Friends,640,$79.99 ,$79.99 ,2020,Ages_7+,184,3,Box,NA,270,Retail,Small
42095,Remote-Controlled Stunt Racer,Technic™,324,$99.99 ,$80.99 ,2019,Ages_9+,72,NA,Box,0.79Kg (1.74 lb),78,Retail,Small
41381,Rescue Mission Boat,Friends,908,$89.99 ,$80.99 ,2019,Ages_7+,216,4,Box,NA,376,Retail,Small
60233,Donut Shop Opening,City,790,$89.99 ,$80.99 ,2019,Ages_6+,320,10,Box,1.4Kg (3.09 lb),368,Retail,Small
21041,Great Wall of China,Architecture,551,$49.99 ,$82.59 ,2018,Ages_12+,112,NA,Box,0.81Kg (1.78 lb),81,Retail - limited,Small
41153,Ariel's Royal Celebration Boat,Disney™,380,$49.99 ,$82.75 ,2018,Ages_6-12,108,2,Box,0.65Kg (1.43 lb),156,Retail,Small
60173,Mountain Arrest,City,303,$59.99 ,$82.99 ,2018,Ages_5-12,136,4,Box,0.76Kg (1.67 lb),168,Retail,Small
31081,Modular Skate House,Creator 3-in-1,422,$39.99 ,$83.49 ,2018,Ages_8-12,196,2,Box,0.81Kg (1.78 lb),169,Retail,Small
41615,Harry Potter & Hedwig,BrickHeadz,180,$14.99 ,$83.85 ,2018,Ages_10+,60,NA,Box,NA,73,Retail,Small
10868,Farm Pony Stable,DUPLO®,59,$29.99 ,$83.94 ,2018,Ages_2-5,25,2,Box,NA,31,NA,Large
42075,First Responder,Technic™,513,$49.99 ,$84.75 ,2018,Ages_9-16,212,NA,Box,0.86Kg (1.89 lb),106,NA,Small
60210,Air Base,City,529,$89.99 ,$84.96 ,2019,Ages_6+,260,6,Box,1.22Kg (2.69 lb),270,Retail,Small
72003,Berserker Bomber,NA,369,$29.99 ,$85.00 ,2018,Ages_8-14,84,3,Box,NA,145,Retail,NA
41336,Emma's Art Café,Friends,378,$32.99 ,$85.49 ,2018,Ages_6-12,112,2,Box,0.6Kg (1.32 lb),166,Retail,Small
70831,Emmet's Dream House/Rescue Rocket!,THE LEGO® MOVIE 2™,706,$69.99 ,$86.89 ,2019,Ages_8+,260,4,Box,1.14Kg (2.51 lb),197,Retail,Small
60209,Diamond Heist,City,400,$59.99 ,$86.95 ,2019,Ages_6+,160,4,Box,0.8Kg (1.76 lb),191,Retail,Small
75234,AT-AP Walker,Star Wars™,689,$59.99 ,$87.99 ,2019,Ages_9+,140,4,Box,0.98Kg (2.16 lb),214,Retail,Small
21315,Pop-Up Book,Ideas,859,$69.99 ,$88.95 ,2018,Ages_12+,164,5,Box,NA,211,Retail,Small
75259,Snowspeeder – 20th Anniversary Edition,Star Wars™,309,$39.99 ,$89.00 ,2019,Ages_7+,116,4,Box,NA,159,Retail,Small
41597,Go Brick Me,BrickHeadz,708,$29.99 ,$89.74 ,2018,Ages_10+,84,NA,Box,NA,160,Retail,Small
75273,Poe Dameron's X-wing Fighter,Star Wars™,761,$89.99 ,$89.95 ,2020,Ages_9+,124,4,Box,NA,219,Retail,Small
75938,T. rex vs Dino-Mech Battle,Jurassic World™,716,$89.99 ,$89.95 ,2019,Ages_8+,176,4,Box,NA,254,Retail,Small
75948,Hogwarts Clock Tower,Harry Potter™,922,$89.99 ,$89.95 ,2019,Ages_9+,176,8,Box,NA,276,Retail,Small
10405,Mission to Mars,Classic,871,$59.99 ,$89.99 ,2018,Ages_5-99,81,3,Plastic box,NA,330,Retail,Small
76166,Avengers Tower Battle,Marvel,685,$89.99 ,$89.99 ,2020,Ages_8+,136,7,Box,NA,250,Retail,Small
76160,Mobile Bat Base,DC,743,$89.99 ,$89.99 ,2020,Ages_8+,140,6,Box,NA,275,Retail,Small
10271,Fiat 500,Creator Expert,960,$89.99 ,$89.99 ,2020,Ages_16+,144,NA,Box,1.11Kg (2.44 lb),269,Retail - limited,Small
21317,Steamboat Willie,Ideas,751,$89.99 ,$89.99 ,2019,Ages_10+,176,2,Box,NA,202,Retail - limited,Small
75255,Yoda,Star Wars™,1771,$99.99 ,$89.99 ,2019,Ages_10+,224,1,Box,NA,235,Retail,Small
70678,Castle of the Forsaken Emperor,NINJAGO®,1218,$99.99 ,$89.99 ,2019,Ages_9+,248,7,Box,NA,361,Retail,Small
60228,Deep Space Rocket and Launch Control,City,837,$99.99 ,$89.99 ,2019,Ages_7+,304,7,Box,1.83Kg (4.03 lb),308,Retail,Small
60216,Downtown Fire Brigade,City,943,$99.99 ,$89.99 ,2019,Ages_6+,414,7,Box,1.84Kg (4.06 lb),400,Retail,Small
76107,Thanos: Ultimate Battle,Marvel,674,$69.99 ,$92.84 ,2018,Ages_8-14,116,4,Box,1.02Kg (2.25 lb),190,Retail,Small
70838,Queen Watevra's ‘So-Not-Evil' Space Palace,THE LEGO® MOVIE 2™,997,$99.99 ,$92.95 ,2019,Ages_9+,212,5,Box,NA,275,Retail,Small
70652,Stormbringer,NINJAGO®,493,$39.99 ,$93.99 ,2018,Ages_8-14,108,4,Box,0.68Kg (1.5 lb),182,Retail,Small
71360,Adventures with Mario,LEGO® Super Mario™,231,$59.99 ,$93.99 ,2020,Ages_6+,NA,3,Box,NA,114,Retail,Small
41192,Azari & The Fire Lion Capture,NA,360,$29.99 ,$94.00 ,2018,Ages_8-12,100,3,Box,NA,147,Retail,NA
"41162,""Ariel, Aurora, and Tiana's Royal Celebration"",Disney™,282,$39.99 ,$94.49 ,2019,Ages_5+,108,3,NA,NA,131,NA,Small"
70658,Oni Titan,NINJAGO®,522,$49.99 ,$94.80 ,2018,Ages_8-14,96,4,Box,0.76Kg (1.67 lb),183,NA,Small
75533,Boba Fett,Star Wars™,144,$29.99 ,$94.95 ,2018,Ages_8-14,48,NA,Box,NA,67,Retail,Small
70669,Cole's Earth Driller ,NINJAGO®,587,$49.99 ,$94.99 ,2019,Ages_8+,132,4,Box,0.95Kg (2.09 lb),216,Retail,Small
10907,World Animals,DUPLO®,121,$99.99 ,$95.65 ,2019,Ages_2+,48,6,Box,NA,75,Retail,Large
21042,Statue of Liberty,Architecture,1685,$119.99 ,$97.55 ,2018,Ages_16+,184,NA,Box,1.44Kg (3.17 lb),146,Retail - limited,Small
10878,Rapunzel's Tower,DUPLO®,37,$29.99 ,$98.99 ,2018,Ages_2-5,24,1,Box,NA,26,NA,Large
10266,NASA Apollo 11 Lunar Lander,Creator Expert,1087,$99.99 ,$99.95 ,2019,Ages_16+,124,2,Box,NA,193,LEGO exclusive,Small
10269,Harley-Davidson Fat Boy,Creator Expert,1023,$99.99 ,$99.95 ,2019,Ages_16+,156,NA,Box,NA,300,NA,Small
76122,Batcave Clayface Invasion,Batman™,1038,$99.99 ,$99.95 ,2019,Ages_8+,168,6,Box,NA,333,Retail,Small
21054,The White House,Architecture,1483,$99.99 ,$99.95 ,2020,Ages_18+,188,NA,Box,NA,180,Retail - limited,Small
42111,Dom's Dodge Charger,Technic™,1077,$99.99 ,$99.95 ,2020,Ages_10+,236,NA,Box,NA,172,Retail - limited,Small
60262,Passenger Airplane,City,669,$99.99 ,$99.95 ,2020,Ages_6+,273,9,Box,1.77Kg (3.9 lb),288,Retail,Small
41430,Summer Fun Water Park,Friends,1001,$99.99 ,$99.95 ,2020,Ages_8+,316,4,Box,NA,394,Retail,Small
31109,Pirate Ship,Creator 3-in-1,1264,$99.99 ,$99.95 ,2020,Ages_9+,428,4,Box,2.04Kg (4.49 lb),359,Retail,Small
75536,Range Trooper,Star Wars™,101,$24.99 ,$99.99 ,2018,Ages_7-14,48,NA,Box,NA,51,Retail,Small
70830,Sweet Mayhem's Systar Starship!,THE LEGO® MOVIE 2™,502,$69.99 ,$99.99 ,2019,Ages_9+,100,3,Box,0.91Kg (2 lb),188,Retail,Small
75941,Indominus rex vs. Ankylosaurus,Jurassic World™,537,$99.99 ,$99.99 ,2020,Ages_8+,112,5,Box,NA,216,Retail,Small
10277,Crocodile Locomotive,Creator Expert,1271,$99.99 ,$99.99 ,2020,Ages_18+,132,2,Box,1.54Kg (3.39 lb),212,Retail - limited,Small
75969,Hogwarts Astronomy Tower,Harry Potter™,971,$99.99 ,$99.99 ,2020,Ages_9+,172,8,Box,NA,310,Retail,Small
75954,Hogwarts Great Hall,Harry Potter™,878,$99.99 ,$99.99 ,2018,Ages_9-14,184,10,Box,1.66Kg (3.66 lb),284,Retail,Small
10267,Gingerbread House,Creator Expert,1477,$99.99 ,$99.99 ,2019,Ages_12+,196,2,Box,1.45Kg (3.19 lb),321,Retail - limited,Small
70835,Rex's Rexplorer!,THE LEGO® MOVIE 2™,1187,$119.99 ,$99.99 ,2019,Ages_9+,208,2,Box,1.66Kg (3.66 lb),299,Retail,Small
42108,Mobile Crane,Technic™,1292,$99.99 ,$99.99 ,2020,Ages_10+,272,NA,Box,NA,144,Retail,Small
70437,Mystery Castle,Hidden Side,1035,$99.99 ,$99.99 ,2020,Ages_9+,296,5,Box,NA,335,Retail,Small
60246,Police Station,City,743,$99.99 ,$99.99 ,2020,Ages_6+,345,7,Box,1.85Kg (4.06 lb),298,Retail,Small
60258,Tuning Workshop,City,897,$99.99 ,$99.99 ,2020,Ages_6+,389,7,Box,1.63Kg (3.58 lb),411,Retail,Small
70424,Ghost Train Express,Hidden Side,698,$79.99 ,$100.63 ,2019,Ages_8+,136,6,Box,NA,268,Retail,Small
75202,Defense of Crait,Star Wars™,746,$84.99 ,$103.99 ,2018,Ages_9-14,144,4,Box,NA,289,Retail,Small
75219,Imperial AT-Hauler,Star Wars™,829,$99.99 ,$106.54 ,2018,Ages_9-14,148,5,Box,1.4Kg (3.08 lb),206,Retail,Small
60196,Arctic Supply Plane,City,707,$79.99 ,$107.69 ,2018,Ages_7-12,132,4,Box,1.21Kg (2.66 lb),239,Retail - limited,Small
70641,Ninja Nightcrawler,NINJAGO®,552,$39.99 ,$107.89 ,2018,Ages_9-14,124,3,Box,0.77Kg (1.7 lb),205,Retail,Small
75933,T. Rex Transport,Jurassic World™,609,$69.99 ,$108.89 ,2018,Ages_7-12,156,3,Box,1.13Kg (2.49 lb),174,NA,Small
21046,Empire State Building,Architecture,1767,$129.99 ,$113.00 ,2019,Ages_16+,140,NA,Box,NA,128,Retail - limited,Small
75217,Imperial Conveyex Transport,Star Wars™,622,$89.99 ,$115.99 ,2018,Ages_8-14,120,4,Box,1.01Kg (2.22 lb),187,Retail,Small
70677,Land Bounty,NINJAGO®,1178,$129.99 ,$116.83 ,2019,Ages_9+,252,9,Box,NA,400,Retail,Small
41375,Heartlake City Amusement Pier,Friends,1251,$129.99 ,$116.99 ,2019,Ages_8+,316,7,Box,NA,433,Retail,Small
72006,Axl's Rolling Arsenal,NA,604,$59.99 ,$117.24 ,2018,Ages_8-14,124,4,Box,NA,191,Retail,NA
76098,Speed Force Freeze Pursuit,DC,271,$29.99 ,$119.95 ,2018,Ages_6-12,80,4,Box,0.46Kg (1 lb),138,Retail,Small
76153,Avengers Helicarrier,Marvel,1244,$119.99 ,$119.95 ,2020,Ages_9+,220,8,Box,NA,355,Retail,Small
31197,Andy Warhol's Marilyn Monroe,LEGO® Art,3341,$119.99 ,$119.95 ,2020,Ages_18+,NA,NA,Box,NA,27,LEGO exclusive,Small
75243,Slave I - 20th Anniversary Edition,Star Wars™,1007,$119.99 ,$119.97 ,2019,Ages_10+,164,6,Box,NA,293,Retail,Small
31198,The Beatles,LEGO® Art,2933,$119.99 ,$119.99 ,2020,Ages_18+,NA,NA,Box,NA,35,LEGO exclusive,Small
31200,Star Wars The Sith,LEGO® Art,3406,$119.99 ,$119.99 ,2020,Ages_18+,NA,NA,Box,NA,32,LEGO exclusive,Small
70653,Firstbourne,NINJAGO®,882,$69.99 ,$124.00 ,2018,Ages_9-14,172,6,Box,1.29Kg (2.84 lb),337,Retail,Small
76103,Corvus Glaive Thresher Attack,Marvel,416,$39.99 ,$124.75 ,2018,Ages_7-14,124,5,Box,NA,168,Retail,Small
42079,Heavy Duty Forklift,Technic™,592,$69.99 ,$124.99 ,2018,Ages_9-16,232,NA,Box,1.25Kg (2.75 lb),109,Retail,Small
42096,Porsche 911 RSR,Technic™,1580,$149.99 ,$127.40 ,2019,Ages_10+,296,NA,Box,2.25Kg (4.96 lb),178,Retail,Small
10875,Cargo Train,DUPLO®,105,$119.99 ,$128.95 ,2018,Ages_2-5,64,3,Box,2.86Kg (6.31 lb),68,Retail,Large
42076,Hovercraft,Technic™,1020,$89.99 ,$128.99 ,2018,Ages_9-16,349,NA,Box,NA,139,NA,Small
42109,App-Controlled Top Gear Rally Car,Powered UP,463,$129.99 ,$129.95 ,2020,Ages_9+,120,NA,Box,NA,93,Retail,Small
75256,Kylo Ren's Shuttle,Star Wars™,1005,$129.99 ,$129.95 ,2019,Ages_10+,184,6,Box,NA,271,Retail,Small
75251,Darth Vader's Castle,Star Wars™,1060,$129.99 ,$129.99 ,2019,Ages_9+,188,5,Box,NA,285,Retail,Small
75889,Ferrari Ultimate Garage,Speed Champions,841,$99.99 ,$129.99 ,2018,Ages_8-14,200,7,Box,1.25Kg (2.75 lb),309,Retail,Small
70425,Newbury Haunted High School,Hidden Side,1474,$129.99 ,$129.99 ,2019,Ages_9+,308,8,Box,NA,482,Retail,Small
75292,The Razor Crest,Star Wars™,1023,$129.99 ,$129.99 ,2020,Ages_10+,NA,2,Box,NA,277,Retail,Small
75230,Porg,Star Wars™,811,$69.99 ,$131.99 ,2018,Ages_9-14,144,NA,Box,0.91Kg (2 lb),189,Retail,Small
42094,Tracked Loader,Technic™,827,$79.99 ,$134.20 ,2019,Ages_10+,140,NA,Box,1.13Kg (2.49 lb),128,Retail,Small
60197,Passenger Train,City,677,$159.99 ,$134.99 ,2018,Ages_6-12,230,4,Box,2.05Kg (4.51 lb),165,Retail,Small
60229,Rocket Assembly &Transport,City,1055,$149.99 ,$134.99 ,2019,Ages_7+,340,8,Box,2.38Kg (5.23 lb),364,Retail,Small
75929,Carnotaurus Gyrosphere Escape,Jurassic World™,577,$79.99 ,$136.95 ,2018,Ages_7-12,140,3,Box,1.19Kg (2.62 lb),226,Retail,Small
72004,Tech Wizard Showdown,NA,506,$39.99 ,$138.99 ,2018,Ages_8-14,116,3,Box,NA,197,Retail,NA
41152,Sleeping Beauty's Fairytale Castle,Disney™,322,$39.99 ,$139.90 ,2018,Ages_6-12,84,3,Box,NA,171,Retail,Small
76112,App-Controlled Batmobile,DC,321,$99.99 ,$139.95 ,2018,Ages_8+,108,1,Box,0.82Kg (1.81 lb),114,Retail,Small
21146,The Skeleton Attack,Minecraft™,457,$39.99 ,$142.98 ,2018,Ages_8+,100,3,Box,NA,136,Retail,Small
41339,Mia's Camper Van,Friends,488,$54.99 ,$142.99 ,2018,Ages_7-12,116,2,Box,0.91Kg (2 lb),222,Retail,Small
60174,Mountain Police Headquarters,City,663,$89.99 ,$146.48 ,2018,Ages_6-12,272,7,Box,1.73Kg (3.81 lb),324,Retail,Small
41193,Aira & the Song of the Wind Dragon,NA,451,$39.99 ,$146.67 ,2018,Ages_8-12,48,3,Box,NA,200,Retail,NA
75233,Droid Gunship,Star Wars™,389,$49.99 ,$149.99 ,2019,Ages_8+,84,3,Box,0.65Kg (1.43 lb),150,Retail,Small
10265,Ford Mustang,Creator Expert,1471,$149.99 ,$149.99 ,2019,Ages_16+,212,NA,Box,NA,358,LEGO exclusive,Small
60266,Ocean Exploration Ship,City,745,$149.99 ,$149.99 ,2020,Ages_7+,229,8,Box,2.28Kg (5.03 lb),314,Retail,Small
70923,The Bat-Space Shuttle,DC,643,$79.99 ,$153.00 ,2018,Ages_8-14,124,6,Box,NA,239,Retail,Small
21313,Ship in a Bottle,Ideas,962,$69.99 ,$154.00 ,2018,Ages_12+,156,NA,Box,NA,124,Retail - limited,Small
60195,Arctic Mobile Exploration Base,City,786,$119.99 ,$155.29 ,2018,Ages_7-12,236,6,Box,1.56Kg (3.43 lb),255,Retail,Small
42080,Forest Harvester,Technic™,1003,$149.99 ,$156.99 ,2018,Ages_10-16,388,NA,Box,1.69Kg (3.72 lb),157,Retail,Small
41154,Cinderella's Dream Castle,Disney™,585,$69.99 ,$158.90 ,2018,Ages_6-12,132,2,Box,1.14Kg (2.51 lb),218,Retail,Small
75257,Millennium Falcon,Star Wars™,1353,$159.99 ,$159.95 ,2019,Ages_9+,268,7,Box,NA,352,Retail,Small
70642,Killow vs. Samurai X,NINJAGO®,556,$49.99 ,$159.98 ,2018,Ages_8-14,128,3,Box,NA,220,Retail,Small
41345,Heartlake City Pet Centre,Friends,474,$59.99 ,$159.99 ,2018,Ages_6-12,108,3,Box,0.99Kg (2.18 lb),234,Retail,Small
42077,Rally Car,Technic™,1005,$109.99 ,$161.03 ,2018,Ages_10-16,364,NA,NA,1.7Kg (3.74 lb),152,NA,Small
21147,The Bedrock Adventures,Minecraft™,644,$89.99 ,$161.95 ,2018,Ages_8+,108,4,Box,1.27Kg (2.8 lb),168,Retail,Small
41195,Emily & Noctura's Showdown,NA,650,$49.99 ,$162.49 ,2018,Ages_8-12,144,4,Box,NA,246,Retail,NA
75218,X-wing Starfighter,Star Wars™,730,$79.99 ,$162.99 ,2018,Ages_8-14,120,4,Box,1.06Kg (2.33 lb),224,Retail,Small
42097,Compact Crawler Crane,Technic™,920,$99.99 ,$168.00 ,2019,Ages_10+,344,NA,Box,NA,102,NA,Small
